url,isin,name,ticker,full_name,president,province,address,phone,fax,website,email,debut_date,issued_shares,market_cap_mln,book_value_mln,price_to_book,pe_ratio,dividend_yield_percent,index_membership,last_price,change,bid,ask,min_price,max_price,volume,turnover_value,debut_price,max_52w,min_52w,market_segment,sector
https://www.gpw.pl/spolka?isin=EE3100150301,EE3100150301,FON,FON,FON SE,Damian Patrowicz,,HARJU MAAKOND. KESKLINNA LINNAOSA. TORNIMÄE TN 3 // 5 // 7  10145  TALLINN,(24) 367 31 32,(24) 3673132,www.fon-sa.pl,biuro@fon-sa.pl,5.1999,64 750 000,"58,28","26,35","2,21","32,40",---,"['GPWB-CENTR', 'CEEplus']","0,9000","0,00 (0.00%)","0,9000",PKC/PCR,"0,0000","0,0000",0,"0,00","89&nbsp;600,0000 (1999-05-27)","7,3800 (2025-01-07)","0,2900 (2025-01-16)",Podstawowy,Pośrednictwo finansowe
https://www.gpw.pl/spolka?isin=ES0105375002,ES0105375002,AMREST,EAT,AMREST HOLDINGS SE,Luis Comas Jiménez,,PASEO DE LA CASTELLANA. 163  28046  MADRID,(71) 386 10 00,(71) 3861060,www.amrest.eu,ir@amrest.euinvestorrelations@amrest.eu,4.2005,219 554 183,"3 460,17","1 561,46","2,22","544,50","1,90","['GPWB-CENTR', 'WIG140', 'CEEplus', 'mWIG40TR', 'WIG-Poland', 'mWIG40', 'WIG']","15,7600","0,00 (0.00%)","15,7200","15,7600","15,7200","15,9200",35 518,"560 806,32","2,4000 (2005-04-27)","25,0000 (2024-07-29)","15,5600 (2025-06-18)",Podstawowy,hotele i restauracje
https://www.gpw.pl/spolka?isin=ES0113900J37,ES0113900J37,SANTANDER,SAN,BANCO SANTANDER S.A.,,,PASEO DE PEREDA 9-12  39004  SANTANDER,00 34912596520,00 34912570245,www.santander.com,investor@gruposantander.com,12.2014,14 885 325 372,"436 288,89","429 487,14","1,02","7,80","1,60","['WIG-banki', 'WIG']","29,3100","-0,03 (-0.10%)","29,3100","29,6800","29,1000","29,5000",341,"10 039,58","31,0500 (2014-12-03)","30,2900 (2025-06-24)","17,0000 (2024-08-06)",Podstawowy,banki komercyjne
https://www.gpw.pl/spolka?isin=FR0000060873,FR0000060873,MBWS,MBW,MARIE BRIZARD WINE & SPIRITS,Fahd Khadraoui,,10-12 AVENUE DU GÉNÉRAL CHARLES DE GAULLE  94220  CHARENTON-LE-PONT,+33 1 46 82 05 05,+33 1 46 82 96 18,www.mbws.com,info@mbws.com,4.2008,111 989 823,"1 455,87","904,75","1,61","35,60",---,"['WIG-spożywczy', 'WIG']","13,0000","0,00 (0.00%)","10,1000","13,7000","0,0000","0,0000",0,"0,00","421,0000 (2008-04-21)","19,4000 (2024-07-31)","12,7000 (2025-04-25)",Podstawowy,napoje
https://www.gpw.pl/spolka?isin=HU0000089198,HU0000089198,ESTAR,EST,ENEFI VAGYONKEZELŐ NYRT.,Csaba Soós,,CSALOGÁNY UTCA 40. 3RD FLOOR. ROOM 6  1015  BUDAPEST,+ 361 631 37 84,+ 361 631 37 85,www.enefi.hu,info@enefi.hu,3.2011,13 269 966,"19,37","33,10","0,59","3,50",---,[],"1,4600","0,00 (0.00%)","0,0000","0,0000","0,0000","0,0000",0,"0,00","150,0000 (2011-03-22)","1,4600 (2025-06-27)","1,4600 (2024-06-28)",Podstawowy,energia odnawialna
https://www.gpw.pl/spolka?isin=HU0000153937,HU0000153937,MOL,MOL,MOL MAGYAR OLAJ - ES GAZIPARI NYILVANOSAN MUKODO RESZVENYTARSASAG,Zsolt Hernadi,,DOMBÓVÁRI ÚT 28  1117  BUDAPEST,0036  1464 10 00,(61) 4641335,www.mol.hu,investorrelations@mol.hu,12.2004,819 425 403,"25 418,58","45 723,18","0,56","6,30","9,20","['GPWB-CENTR', 'CEEplus', 'WIG-CEE', 'WIG-paliwa', 'WIG']","31,0200","-0,34 (-1.08%)","31,0000","31,4000","31,0200","31,5600",877,"27 552,40","26,7500 (2004-12-22)","33,3400 (2025-05-28)","27,1800 (2024-12-17)",Podstawowy,wydobycie i produkcja
https://www.gpw.pl/spolka?isin=IT0005239360,IT0005239360,UNICREDIT,UCG,UNICREDIT S.P.A.,,,PIAZZA GAE AULENTI 3 TOWER A  20154  MILAN,00390  288622612,00390  288622802,www.unicreditgroup.eu,InvestorRelations@unicredit.eu,12.2007,1 557 675 176,"369 792,09","276 717,06","1,34","8,80","2,60","['WIG-banki', 'WIG']","237,4000","-2,30 (-0.96%)","180,0000","305,0000","237,4000","238,2000",11,"2 616,20","2&nbsp;010,0000 (2007-12-20)","249,1500 (2025-06-11)","139,5200 (2024-08-05)",Podstawowy,banki komercyjne
https://www.gpw.pl/spolka?isin=JE00BNNMKT29,JE00BNNMKT29,SERINUS,SEN,SERINUS ENERGY LIMITED,Jeffrey Auld,,FAIRWAY TRUST LIMITED. 2ND FLOOR. THE LE GALLAIS BUILDING. 54 BATH STREET  JE1 1FW  WYSPY NORMANDZKI,001 4032648877; (22) 414 21 00; 414 21 01,001 4032648861,www.serinusenergy.com,info@serinusenergy.com,5.201,151 099 460,"107,28","51,39","2,09",x,---,[],"0,7100","0,00 (0.00%)","0,0000","0,0000","0,0000","0,0000",0,"0,00","183,0000 (2010-05-25)","3,2500 (2025-03-18)","0,7100 (2025-05-19)",Podstawowy,wydobycie i produkcja
https://www.gpw.pl/spolka?isin=LT0000128621,LT0000128621,INTERAOLT,IRL,AB INTER RAO LIETUVA,Giedrius Balčiunas,,A.TUMENO 4  LT-01109  WILNO,00 37052421121,00 37052421122,www.interrao.lt,info@interrao.lt,12.2012,20 000 000,"196,00","164,50","1,19","3,20",---,[],"11,5400","1,74 (+0.00%)","0,1500",PKC/PCR,"0,0000","0,0000",0,"0,00","25,7500 (2012-12-18)","9,8000 (2025-06-27)","9,8000 (2024-06-28)",Podstawowy,energetyka
https://www.gpw.pl/spolka?isin=LT0000131872,LT0000131872,NOVATURAS,NTU,AB NOVATURAS,Kristijonas Kaikaris,,A. MICKEVIČIAUS STR. 27  LT-44245  KAUNAS,+370 37 321 264,+370 37 321 130,www.novaturasgroup.com,info@novaturas.lt,3.2018,7 807 000,"66,05","33,97","1,94",x,---,[],"8,4600","0,00 (0.00%)","7,8600","8,4400","0,0000","0,0000",0,"0,00","45,9500 (2018-03-21)","14,2000 (2024-09-25)","6,4800 (2024-12-23)",Podstawowy,biura podróży
https://www.gpw.pl/spolka?isin=LU0122624777,LU0122624777,ORCOGROUP,OPG,CPI FIM SA,,,40. RUE DE LA VALLEE  L-2661  LUXEMBOURG,3522647671,00 35226476767,www.orcogroup.com,luxembourg@orcogroup.comgeneralmeetings@cpifimsa.com,6.2007,1 314 507 629,"5 810,12","6 337,19","0,92","13,00",---,[],"4,4200","0,02 (+0.45%)","4,4200","4,7000","4,4000","4,5000",8 319,"36 820,40","470,0000 (2007-06-21)","4,7000 (2025-06-20)","2,2600 (2024-07-12)",Podstawowy,wynajem nieruchomości
https://www.gpw.pl/spolka?isin=LU0327357389,LU0327357389,KERNEL,KER,KERNEL HOLDING S.A.,Andrii Verevskyi,,8A. BOULEVARD JOSEPH II  L-1840  LUXEMBOURG,0035 2264491,,www.kernel.ua,investor_relations@kernel.uair@kernel.ua,11.2007,293 429 230,"5 129,14","7 425,57","0,69","7,80",---,[],"17,4800","0,10 (+0.58%)","17,4800","17,5000","17,2000","17,8400",20 436,"358 323,48","24,0000 (2007-11-23)","28,9000 (2025-02-18)","11,2600 (2024-07-16)",Podstawowy,żywność
https://www.gpw.pl/spolka?isin=LU0564351582,LU0564351582,SADOVAYA,SGR,SADOVAYA GROUP S.A.,Alexander Tolstoukhov,,13. RUE JOSEPH JUNCK  L?1839  LUXEMBOURG,0038 0644252552 (53; 54),0038 0644255558,www.sadovayagroup.com,info@sadovayagroup.com,12.201,43 085 693,"5,17","-168,97",x,x,---,[],"0,1200","0,00 (0.00%)",PKC/PCR,PKC/PCR,"0,0000","0,0000",0,"0,00","10,4400 (2010-12-30)","0,1200 (2025-06-27)","0,1200 (2024-06-28)",Podstawowy,górnictwo węgla
